timestamp_utc,status,signals_on,us2y_now,us2y_chg10,kre_close,kre_ma200,kre_chg20,jnk_chg20,sig_us2y,sig_kre,sig_hy
2025-12-27 11:25:53+0000,🟢Green,0,3.44,-0.1299999999999999,66.5199966430664,59.53778966903687,0.059618600164686786,0.00630167487580402,False,False,False
2025-12-27 23:24:29+0000,🟢Green,0,3.44,-0.1299999999999999,66.5199966430664,59.53778974533081,0.059618600164686786,0.00630167487580402,False,False,False
2025-12-28 23:24:54+0000,🟢Green,0,3.44,-0.1299999999999999,66.5199966430664,59.53778972625732,0.059618600164686786,0.00630167487580402,False,False,False
2025-12-29 23:24:54+0000,🟢Green,0,3.46,-0.06000000000000005,65.94000244140625,59.59888422012329,0.05338120797442936,0.005787652586726422,False,False,False
2025-12-30 23:24:52+0000,🟢Green,0,3.45,-0.05999999999999961,65.44000244140625,59.6495369720459,0.034066555733411885,0.008608436091799065,False,False,False
2025-12-31 23:25:37+0000,🟢Green,0,3.45,-0.029999999999999805,64.80999755859375,59.695236949920655,0.02977117262935458,0.006118910592285198,False,False,False
2026-01-01 23:25:48+0000,🟢Green,0,3.45,-0.029999999999999805,64.80999755859375,59.695236911773684,0.02977117262935458,0.006118910592285198,False,False,False
2026-01-02 23:24:38+0000,🟢Green,0,3.47,-0.020000000000000018,65.23999786376953,59.743866539001466,0.015438551158295066,0.004877250744663497,False,False,False
2026-01-03 23:24:41+0000,🟢Green,0,3.47,-0.020000000000000018,65.23999786376953,59.74386644363403,0.015438551158295066,0.004877250744663497,False,False,False
2026-01-04 23:25:35+0000,🟢Green,0,3.47,-0.020000000000000018,65.23999786376953,59.743866539001466,0.015438551158295066,0.004877250744663497,False,False,False
2026-01-05 23:26:06+0000,🟢Green,0,3.47,-0.009999999999999787,66.55999755859375,59.79563678741455,0.032470415811812536,0.007253442997244841,False,False,False
2026-01-06 23:26:51+0000,🟢Green,0,3.46,0.020000000000000018,67.2300033569336,59.852657299041745,0.04528053455148684,0.00766668463712139,False,False,False
2026-01-07 23:26:31+0000,🟢Green,0,3.47,-0.009999999999999787,66.75,59.90742385864258,0.034301615032305666,0.009535780384794634,False,False,False
2026-01-08 23:22:59+0000,🟢Green,0,3.47,0.0,68.08000183105469,59.961248264312744,0.05702627633746071,0.011823111332597724,False,False,False
2026-01-09 23:26:17+0000,🟢Green,0,3.49,0.0,67.4800033569336,60.01295537948609,0.012708637589029737,0.009320057372632418,False,False,False
2026-01-10 23:24:46+0000,🟢Green,0,3.49,0.0,67.4800033569336,60.0129553604126,0.012708637589029737,0.009320057372632418,False,False,False
2026-01-11 23:24:49+0000,🟢Green,0,3.49,0.0,67.4800033569336,60.01295545578003,0.012708637589029737,0.009320057372632418,False,False,False
2026-01-12 23:21:28+0000,🟢Green,0,3.54,0.08000000000000007,66.68000030517578,60.061839694976804,-0.004493962242014926,0.00932046363214667,False,False,False
2026-01-13 23:24:31+0000,🟢Green,0,3.54,0.08999999999999986,66.23999786376953,60.110779991149904,-0.006345297340750178,0.011710665827619371,False,False,False
2026-01-14 23:22:47+0000,🟢Green,0,3.53,0.07999999999999963,66.9800033569336,60.169011707305906,0.0020664074221738993,0.010979776185674028,False,False,False
2026-01-15 23:27:07+0000,🟢Green,0,3.51,0.03999999999999959,68.23999786376953,60.231385250091556,0.02487856401663202,0.010875751697664304,False,False,False
2026-01-16 23:26:03+0000,🟢Green,0,3.56,0.03999999999999959,67.8499984741211,60.29391780853271,0.014629653419518496,0.012849636166202716,False,False,False
2026-01-17 23:24:31+0000,🟢Green,0,3.56,0.03999999999999959,67.8499984741211,60.29391784667969,0.014629653419518496,0.012849636166202716,False,False,False
2026-01-18 23:24:53+0000,🟢Green,0,3.56,0.03999999999999959,67.8499984741211,60.29391780853271,0.014629653419518496,0.012849636166202716,False,False,False
2026-01-19 23:26:30+0000,🟢Green,0,3.56,0.03999999999999959,67.8499984741211,60.293917713165285,0.014629653419518496,0.012849636166202716,False,False,False
2026-01-20 23:28:38+0000,🟢Green,0,3.59,0.11999999999999966,66.95999908447266,60.34807670593262,-0.0014987903530871982,0.0076406595294604696,False,False,False
2026-01-22 23:27:15+0000,🟢Green,0,,,69.93000030517578,60.55487117767334,0.04139983196017494,0.010421983992049189,False,False,False
2026-01-23 23:27:09+0000,🟢Green,0,,,67.61000061035156,60.65127164840698,0.014099332041741297,0.009073150862922486,False,False,False
2026-01-24 23:25:00+0000,🟢Green,0,,,67.61000061035156,60.651271724700926,0.014099332041741297,0.009073150862922486,False,False,False
2026-01-25 23:26:11+0000,🟢Green,0,,,67.61000061035156,60.651271705627444,0.014099332041741297,0.009073150862922486,False,False,False
2026-01-26 23:28:33+0000,🟢Green,0,,,67.93000030517578,60.75152824401855,0.017982869592011008,0.007303765982506372,False,False,False
2026-01-27 23:28:24+0000,🟢Green,0,,,68.26000213623047,60.83469913482666,0.026157630501706164,0.0077192257279883325,False,False,False
2026-01-28 23:31:52+0000,🟢Green,0,,,67.77999877929688,60.93131202697754,0.027904098722556725,0.005761884396817019,False,False,False
2026-01-29 23:31:36+0000,🟢Green,0,,,69.02999877929688,61.03486158370972,0.054859355194936565,0.004727636896660448,False,False,False
2026-01-30 23:31:23+0000,🟢Green,0,,,68.80999755859375,61.1330930519104,0.06171887286963185,0.006275080918594522,False,False,False
2026-01-31 23:28:33+0000,🟢Green,0,,,68.80999755859375,61.13309297561646,0.06171887286963185,0.006275080918594522,False,False,False
2026-02-01 23:31:24+0000,🟢Green,0,,,68.80999755859375,61.1330930519104,0.06171887286963185,0.006275080918594522,False,False,False
2026-02-02 23:34:31+0000,🟢Green,0,,,70.04000091552734,61.23330568313599,0.0735745433618944,0.0014397304887292517,False,False,False
2026-02-03 23:34:05+0000,🟢Green,0,,,71.23999786376953,61.33956741333008,0.07031250716402004,0.0035915085044024853,False,False,False
2026-02-04 23:33:59+0000,🟢Green,0,,,72.3499984741211,61.449122734069825,0.07615640133177926,0.001323911682684642,False,False,False
2026-02-05 23:29:25+0000,🟢Green,0,,,72.30000305175781,61.56176342010498,0.08314611313494846,0.001116255601049554,False,False,False
2026-02-06 23:31:58+0000,🟢Green,0,,,73.62999725341797,61.67305976867676,0.08152166969877572,0.0037997063709576118,False,False,False
2026-02-07 23:36:26+0000,🟢Green,0,,,73.62999725341797,61.673059673309325,0.08152166969877572,0.0037997063709576118,False,False,False
2026-02-08 23:37:23+0000,🟢Green,0,,,73.62999725341797,61.67305959701538,0.08152166969877572,0.0037997063709576118,False,False,False
2026-02-09 23:43:12+0000,🟢Green,0,,,73.41999816894531,61.77751852035522,0.08802600054111265,0.004213454573246178,False,False,False
2026-02-10 23:42:41+0000,🟢Green,0,,,72.63999938964844,61.873663120269775,0.08938210943604386,0.00380138977635025,False,False,False
2026-02-11 23:38:38+0000,🟢Green,0,,,71.80999755859375,61.96811000823975,0.08408816235591665,0.0033903663868402045,False,False,False
2026-02-12 23:35:29+0000,🟢Green,0,,,70.69999694824219,62.05543743133545,0.05553886839158406,0.0019504402582677383,False,False,False
2026-02-13 23:36:37+0000,🟢Green,0,,,71.27999877929688,62.143261699676515,0.04454866662798307,0.0030823613516384185,False,False,False
2026-02-14 23:30:42+0000,🟢Green,0,,,71.27999877929688,62.14326158523559,0.04454866662798307,0.0030823613516384185,False,False,False
2026-02-15 23:33:03+0000,🟢Green,0,,,71.27999877929688,62.143261699676515,0.04454866662798307,0.0030823613516384185,False,False,False
2026-02-16 23:35:19+0000,🟢Green,0,,,71.27999877929688,62.14326158523559,0.04454866662798307,0.0030823613516384185,False,False,False
2026-02-17 23:35:24+0000,🟢Green,0,,,71.52999877929688,62.23542568206787,0.05423729385313658,0.0013365952145043547,False,False,False
2026-02-18 23:35:35+0000,🟢Green,0,,,71.37999725341797,62.32389699935913,0.06600953150207345,0.005139451779229809,False,False,False
2026-02-19 23:35:45+0000,🟢Green,0,,,70.98999786376953,62.40301250457764,0.012985102867271836,0.002571731373178121,False,False,False
2026-02-20 23:34:28+0000,🟢Green,0,,,71.9000015258789,62.48765869140625,0.028171045504161274,0.002676416091252465,False,False,False
2026-02-21 23:30:14+0000,🟢Green,0,,,71.9000015258789,62.487658710479735,0.028171045504161274,0.002676416091252465,False,False,False
2026-02-22 23:31:57+0000,🟢Green,0,,,71.9000015258789,62.48765878677368,0.028171045504161274,0.002676416091252465,False,False,False
2026-02-23 23:37:50+0000,🟢Green,0,,,68.73999786376953,62.559349575042724,0.01671346314475497,0.0019554545861528716,False,False,False
2026-02-24 23:38:00+0000,🟢Green,0,,,68.66999816894531,62.63044542312622,0.010893535410644528,0.0003140012671325465,False,False,False
